"MP_ID";"MP_UUID";"MP_USER_UID";"MP_INSURANCE_UID";"NAME";"ABSTRACT";"TYPE";"AMOUNT";"REIMBOURSEMENT";"DATE"
"1400";"{693e7cff-f88e-4508-80f1-408877925624}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF009";"Dilatation intraluminale de la bifurcation carotidienne sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1401";"{02075042-97bd-4d03-9a8e-0ebb1dd359c6}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF011";"Dilatation intraluminale de la bifurcation carotidienne avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1402";"{0fa078cd-62ac-4745-becb-d8377137de31}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAA002";"Angioplastie d'élargissement de la bifurcation carotidienne sans thromboendartériectomie, par cervicotomie";"CCAM";"550,89";"70.0";"2011-06-30"
"1403";"{00944b15-0802-4aea-8b46-c48613ee7dec}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA012";"Thromboendartériectomie de la bifurcation carotidienne sans angioplastie d'élargissement, par cervicotomie sans dérivation vasculaire";"CCAM";"627,00";"70.0";"2011-06-30"
"1404";"{05f8099c-a7cf-479b-ad96-c3aecea2cca0}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA006";"Thromboendartériectomie de la bifurcation carotidienne sans angioplastie d'élargissement, par cervicotomie avec dérivation vasculaire";"CCAM";"627,00";"70.0";"2011-06-30"
"1405";"{5be5f16f-bc13-4e0c-9a2c-817d1b5fe1a5}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA016";"Thromboendartériectomie de la bifurcation carotidienne avec angioplastie d'élargissement, par cervicotomie sans dérivation vasculaire";"CCAM";"630,15";"70.0";"2011-06-30"
"1406";"{11272aa7-5137-4772-9785-49cf9eaad087}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA002";"Thromboendartériectomie de la bifurcation carotidienne avec angioplastie d'élargissement, par cervicotomie avec dérivation vasculaire";"CCAM";"640,84";"70.0";"2011-06-30"
"1407";"{4f3dc0e8-ca91-4e0d-b1f9-3457a77b368f}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA008";"Thromboendartériectomie de la bifurcation carotidienne par retournement, par cervicotomie sans dérivation vasculaire";"CCAM";"627,00";"70.0";"2011-06-30"
"1408";"{224ecbe5-fee5-4486-84d4-41e7b22b80c9}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA015";"Thromboendartériectomie de la bifurcation carotidienne par retournement, par cervicotomie avec dérivation vasculaire";"CCAM";"627,00";"70.0";"2011-06-30"
"1409";"{417c2fda-3cdf-4e76-b859-0e38e88ff610}";"{00000000-0000-0000-0000-000000000000}";"2";"EBKA004";"Remplacement de la bifurcation carotidienne ou de l'artère carotide interne extracrânienne, par cervicotomie";"CCAM";"674,15";"70.0";"2011-06-30"
"1410";"{566eda11-439a-484e-bfb1-e2b09bed6714}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA007";"Suture de plaie de l'artère carotide interne extracrânienne, par cervicotomie";"CCAM";"387,26";"70.0";"2011-06-30"
"1411";"{45b0a55d-331d-4ee6-9802-fb2fcdf6a15f}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA006";"Suture de plaie de l'artère carotide externe, par cervicotomie";"CCAM";"190,69";"70.0";"2011-06-30"
"1412";"{f69656a2-a8d8-4843-8f50-31d2aace1b63}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF003";"Dilatation intraluminale de l'artère carotide interne extracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1413";"{1b19a14b-b42b-4ae4-baa5-273b0a02e07b}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF001";"Dilatation intraluminale de l'artère carotide interne extracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1414";"{f7f32fd2-d2df-4629-bdea-315df09b067c}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF005";"Dilatation intraluminale de l'artère carotide externe sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1415";"{aca4943c-e1ab-4a0f-87fe-9f410e0a3f32}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF006";"Dilatation intraluminale de l'artère carotide externe avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1416";"{fb72549a-44b0-4f6a-94af-07d03f2deaf1}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA010";"Pontage artériel extra-intracrânien sans autogreffe, par craniotomie et par cervicotomie";"CCAM";"526,22";"70.0";"2011-06-30"
"1417";"{916df38a-c7fe-4fdc-a9b8-5e970b5a441b}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA011";"Pontage artériel extra-intracrânien avec autogreffe, par craniotomie et par cervicotomie";"CCAM";"707,19";"70.0";"2011-06-30"
"1418";"{ce3fc4b3-9c0d-4d95-9bd3-c49426553fa3}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA002";"Pontage de l'artère carotide externe, par cervicotomie";"CCAM";"522,50";"70.0";"2011-06-30"
"1419";"{0c61294c-7a44-4bd7-8891-7d7cf14f7c9b}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA013";"Pontage carotidohuméral ou subclaviohuméral, par abord direct";"CCAM";"581,33";"70.0";"2011-06-30"
"1420";"{69466896-7176-4653-9b87-6a81f7e885ba}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA019";"Résection-anastomose de l'artère carotide interne, par cervicotomie";"CCAM";"659,05";"70.0";"2011-06-30"
"1421";"{8cd8b85e-0e60-49b3-8c37-151d71348ae3}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA014";"Résection de l'artère carotide interne avec réimplantation dans l'artère carotide commune, par cervicotomie";"CCAM";"666,85";"70.0";"2011-06-30"
"1422";"{f1c0397c-4c2c-4b32-9f04-f957c3b864ae}";"{00000000-0000-0000-0000-000000000000}";"2";"EBNE002";"Coagulation unilatérale de l'artère sphénopalatine, par endoscopie nasale";"CCAM";"130,97";"70.0";"2011-06-30"
"1423";"{2d9e0856-98f1-40f9-a158-3d11fe6ae86f}";"{00000000-0000-0000-0000-000000000000}";"2";"EBNE001";"Coagulation bilatérale de l'artère sphénopalatine, par endoscopie nasale";"CCAM";"195,80";"70.0";"2011-06-30"
"1424";"{b8a62d5e-ca31-49b7-ae7d-af465ca37941}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSF003";"Embolisation sélective ou hypersélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1425";"{b5e99990-2d59-451c-adb2-ecdcc6353889}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSF004";"Embolisation suprasélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1426";"{bb0036f5-7845-4b60-9127-6c67516e2902}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA006";"Ligature de l'artère carotide interne, par cervicotomie";"CCAM";"163,15";"70.0";"2011-06-30"
"1427";"{98a2d522-ddb9-45b2-9af5-4870bdf501c4}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA010";"Ligature du tronc ou de branche de l'artère carotide externe, par cervicotomie";"CCAM";"155,74";"70.0";"2011-06-30"
"1428";"{a20541b9-f5e9-45ef-9331-5c40f5f52f4b}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA001";"Ligature de l'artère sphénopalatine ou de l'artère maxillaire, par abord transnasal ou transantral";"CCAM";"161,80";"70.0";"2011-06-30"
"1429";"{751034e7-c6f2-4e7c-92da-56a791fad480}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA008";"Ligature unilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure";"CCAM";"140,36";"70.0";"2011-06-30"
"1430";"{429b4de5-c95e-4ab0-bbd5-8b435709f042}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA004";"Ligature bilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure";"CCAM";"210,09";"70.0";"2011-06-30"
"1431";"{16272b78-eca4-46cf-bc0b-2acab69647ec}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA009";"Ligature de l'artère sphénopalatine et de l'artère ethmoïdale";"CCAM";"210,09";"70.0";"2011-06-30"
"1432";"{1de74870-8fa6-4774-9246-06cf4a8223dc}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA009";"Thromboendartériectomie de l'artère carotide externe, par cervicotomie";"CCAM";"522,50";"70.0";"2011-06-30"
"1433";"{f2ec282c-7131-4249-8346-c58c5b23d7fe}";"{00000000-0000-0000-0000-000000000000}";"2";"EBKA002";"Remplacement de l'artère carotide interne, par cervicotomie";"CCAM";"738,00";"70.0";"2011-06-30"
"1434";"{60ed2b15-d481-45a3-a3b5-d5ac5d314bd5}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA016";"Suture de plaie de l'artère vertébrale proximale, par cervicotomie";"CCAM";"454,70";"70.0";"2011-06-30"
"1435";"{ae72a71f-65ba-408d-8f35-5a8f71e8377d}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF013";"Dilatation intraluminale de l'artère vertébrale extracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"";"70.0";"2011-06-30"
"1436";"{e4cfe44b-3670-4ade-b555-2393e3edfeb8}";"{00000000-0000-0000-0000-000000000000}";"2";"EBAF014";"Dilatation intraluminale de l'artère vertébrale extracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"";"70.0";"2011-06-30"
"1437";"{97ed1927-da20-4d16-8a97-d95daa48d5f7}";"{00000000-0000-0000-0000-000000000000}";"2";"EAAF903";"Dilatation intraluminale de l'artère vertébrale intracrânienne ou de l'artère basilaire sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"0.00";"70.0";"2011-06-30"
"1438";"{2e816b4d-46b5-48aa-915d-e723ec85bddd}";"{00000000-0000-0000-0000-000000000000}";"2";"EAAF902";"Dilatation intraluminale de l'artère vertébrale intracrânienne ou de l'artère basilaire avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"0.00";"70.0";"2011-06-30"
"1439";"{aa3cefe0-e104-4f87-9b14-53f0779541cb}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA014";"Pontage carotidovertébral proximal ou subclaviovertébral proximal, par cervicotomie";"CCAM";"688,24";"70.0";"2011-06-30"
"1440";"{6f32ac12-9150-4c95-8207-39ed48d60ce6}";"{00000000-0000-0000-0000-000000000000}";"2";"EBCA005";"Pontage carotidovertébral distal ou subclaviovertébral distal, par cervicotomie";"CCAM";"823,94";"70.0";"2011-06-30"
"1441";"{8c72a1a0-97c6-4b69-ad68-f5aa081b26a0}";"{00000000-0000-0000-0000-000000000000}";"2";"EBEA002";"Réimplantation de l'artère vertébrale proximale dans l'artère subclavière ou dans l'artère carotide commune, par cervicotomie";"CCAM";"722,37";"70.0";"2011-06-30"
"1442";"{83d3ab54-b102-4044-8f79-1ee98aaa99c0}";"{00000000-0000-0000-0000-000000000000}";"2";"EBEA004";"Réimplantation de l'artère vertébrale distale dans l'artère carotide interne ou dans l'artère carotide externe, par cervicotomie";"CCAM";"832,99";"70.0";"2011-06-30"
"1443";"{11dda182-0a89-404c-a74b-bedd4f30036b}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA007";"Ligature de l'artère vertébrale proximale, par cervicotomie";"CCAM";"200,57";"70.0";"2011-06-30"
"1444";"{75934e8c-3b4c-4933-81f0-bcfd02d5f7a7}";"{00000000-0000-0000-0000-000000000000}";"2";"EBSA002";"Ligature de l'artère vertébrale distale, par cervicotomie";"CCAM";"272,12";"70.0";"2011-06-30"
"1445";"{b93c635e-4c2c-49a6-b464-aac4fc2e70ec}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA018";"Résection-anastomose ou remplacement de l'artère vertébrale proximale, par cervicotomie";"CCAM";"691,53";"70.0";"2011-06-30"
"1446";"{f97f8bf3-bc70-48f3-a39d-08fdc13692a2}";"{00000000-0000-0000-0000-000000000000}";"2";"EBFA017";"Thromboendartériectomie de l'artère vertébrale proximale, par cervicotomie";"CCAM";"687,83";"70.0";"2011-06-30"
"1447";"{addc5fce-7650-4f36-bc74-e5078163fb30}";"{00000000-0000-0000-0000-000000000000}";"2";"EBPA003";"Décompression de l'artère vertébrale intratransversaire, par cervicotomie";"CCAM";"659,45";"70.0";"2011-06-30"
"1448";"{f0855a82-d36e-4d2f-bcbb-24a598971a83}";"{00000000-0000-0000-0000-000000000000}";"2";"EACF002";"Inversion du flux d'un anévrisme artériel intracrânien en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"";"70.0";"2011-06-30"
"1449";"{4699fc2a-9958-4461-a929-7abb0e212a91}";"{00000000-0000-0000-0000-000000000000}";"2";"EACF001";"Inversion du flux d'un anévrisme artériel intracrânien en période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"";"70.0";"2011-06-30"
"1450";"{e7d0adf2-0a08-4f58-9677-232018ce19e8}";"{00000000-0000-0000-0000-000000000000}";"2";"EAAF004";"Dilatation intraluminale du tronc de l'artère carotide interne intracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"";"70.0";"2011-06-30"
"1451";"{86b0c28c-cc63-48e3-a235-62df95c598b1}";"{00000000-0000-0000-0000-000000000000}";"2";"EAAF002";"Dilatation intraluminale du tronc de l'artère carotide interne intracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"";"70.0";"2011-06-30"
"1452";"{187c7abb-f8bd-44f3-b901-168492af1fbc}";"{00000000-0000-0000-0000-000000000000}";"2";"EAAF901";"Dilatation intraluminale de branche de l'artère carotide interne sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"0.00";"70.0";"2011-06-30"
"1453";"{1d2b15cc-2154-4820-9250-c6dfc69dca82}";"{00000000-0000-0000-0000-000000000000}";"2";"EAAF900";"Dilatation intraluminale de branche de l'artère carotide interne avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"0.00";"70.0";"2011-06-30"
"1454";"{e772b618-36d0-4fc2-af97-fcd21710a3b5}";"{00000000-0000-0000-0000-000000000000}";"2";"EANF002";"Fibrinolyse in situ suprasélective d'artère intracrânienne, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1455";"{64f26d84-a8ca-49d0-a02d-be9413fd5941}";"{00000000-0000-0000-0000-000000000000}";"2";"EAFA001";"Embolectomie ou thromboendartériectomie de vaisseau intracrânien, par craniotomie";"CCAM";"535,90";"70.0";"2011-06-30"
"1456";"{65ec4e00-5242-4d28-8164-e67a78c651d7}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF014";"Embolisation sélective ou hypersélective unilatérale ou bilatérale de branche de l'artère carotide interne, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1457";"{e54f460c-7e26-4166-b77d-3042ad39d875}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF004";"Embolisation suprasélective unilatérale ou bilatérale de branche de l'artère carotide interne, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1458";"{50d1392e-e3d2-46c2-b7a4-f155469cb0ef}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF011";"Oblitération d'un anévrisme sacculaire artériel intracrânien en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1459";"{d129087d-af8b-4e79-80f9-629884a4cdf4}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF010";"Oblitération d'un anévrisme sacculaire artériel intracrânien en période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1460";"{91687319-7b03-4235-9b8b-3b2ad2756b99}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF001";"Oblitération de plusieurs anévrismes sacculaires artériels intracrâniens en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1461";"{07962eb1-51d8-4c99-a250-3ab34999c95e}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF013";"Oblitération de plusieurs anévrismes sacculaires artériels intracrâniens en période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1462";"{3c87e3fc-ae15-40fa-b642-b0292d1ae5ba}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF008";"Oblitération intraluminale d'une artère intracrânienne porteuse d'un anévrisme en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1463";"{13bc2b40-7cb0-435b-873d-da1a6f6662a0}";"{00000000-0000-0000-0000-000000000000}";"2";"EASF007";"Oblitération intraluminale d'une artère intracrânienne porteuse d'un anévrisme en période aigüe hémorragique, par voie artérielle transcutanée";"CCAM";"522,50";"70.0";"2011-06-30"
"1464";"{135484ce-120a-4094-9109-7b722963b786}";"{00000000-0000-0000-0000-000000000000}";"2";"EACA007";"Exclusion d'un anévrisme artériel supratentoriel d'un diamètre inférieur ou égal à 20 mm, par craniotomie";"CCAM";"754,34";"70.0";"2011-06-30"
"1465";"{2c8f7183-3e72-464d-996b-45c324612572}";"{00000000-0000-0000-0000-000000000000}";"2";"EACA004";"Exclusion d'un anévrisme artériel vertébrobasilaire d'un diamètre inférieur ou égal à 20 mm, par craniotomie";"CCAM";"1046,30";"70.0";"2011-06-30"
"1466";"{02f24f49-3aa1-4aba-b40f-a60e552183fb}";"{00000000-0000-0000-0000-000000000000}";"2";"EACA003";"Exclusion d'un anévrisme artériel intracrânien d'un diamètre supérieur à 20 mm, par craniotomie";"CCAM";"1046,30";"70.0";"2011-06-30"
"1467";"{35237594-b03f-44f2-8096-ad8c5cd9a658}";"{00000000-0000-0000-0000-000000000000}";"2";"EACA002";"Exclusion d'anévrismes artériels intracrâniens multiples, par craniotomie unique";"CCAM";"944,21";"70.0";"2011-06-30"
"1468";"{a4542de6-ba5d-44dc-a88b-3a740428e0e3}";"{00000000-0000-0000-0000-000000000000}";"2";"EABA001";"Enrobage d'un anévrisme artériel intracrânien, par craniotomie";"CCAM";"730,89";"70.0";"2011-06-30"
"1469";"{3c9aac4c-e5fa-4ae6-a568-f342c52972a4}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA004";"Suture de plaie d'une artère du membre supérieur, par abord direct";"CCAM";"151,76";"70.0";"2011-06-30"
"1470";"{bc9c1bde-267f-4082-b8a8-400545554dd6}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA010";"Suture de plaie de l'artère subclavière, par cervicotomie";"CCAM";"454,70";"70.0";"2011-06-30"
"1471";"{fdf68b43-ee42-4fcb-b1a3-461ed3a31972}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA005";"Suture de plaie d’une artère, sur un rayon de la main";"CCAM";"209,00";"70.0";"2011-06-30"
"1472";"{bcdb052a-1306-4b68-aba6-df8fea7150b5}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA001";"Suture de plaies de 2 artères, sur un rayon de la main";"CCAM";"365,75";"70.0";"2011-06-30"
"1473";"{e04784d2-e279-471a-8ded-a542b59726aa}";"{00000000-0000-0000-0000-000000000000}";"2";"ECAF002";"Dilatation intraluminale d'une artère du membre supérieur sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1474";"{4200ea83-12b5-4f03-8baf-1dce8551862f}";"{00000000-0000-0000-0000-000000000000}";"2";"ECAF001";"Dilatation intraluminale d'une artère du membre supérieur avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1475";"{76ad0813-d2c0-4053-a306-3f405c583981}";"{00000000-0000-0000-0000-000000000000}";"2";"ECLF003";"Pose d'endoprothèse couverte dans une artère du membre supérieur, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1476";"{155cb162-bb0d-40ee-a0ff-ff6566d2823f}";"{00000000-0000-0000-0000-000000000000}";"2";"ECNF002";"Fibrinolyse in situ sélective ou hypersélective d'une artère ou d'un pontage artériel du membre supérieur, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1477";"{802594de-d5f8-473d-9a9a-fe927a47c977}";"{00000000-0000-0000-0000-000000000000}";"2";"ECNF001";"Fibrinolyse in situ suprasélective d'une artère ou d'un pontage artériel du membre supérieur, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1478";"{2bcc5800-9c4d-429d-b4c7-9ae99dbdd02b}";"{00000000-0000-0000-0000-000000000000}";"2";"ECPF003";"Recanalisation d'une artère du membre supérieur sans pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1479";"{67ce97cc-fdc2-4326-9d5d-f0a27fa974da}";"{00000000-0000-0000-0000-000000000000}";"2";"ECPF002";"Recanalisation d'une artère du membre supérieur avec pose d'endoprothèse, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1480";"{a65ccd55-5178-41b9-9034-0157fdee0107}";"{00000000-0000-0000-0000-000000000000}";"2";"ECPF001";"Recanalisation d'une artère du membre supérieur avec pose d'endoprothèse couverte, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1481";"{c4947e37-627e-47c4-940a-5fc49ed9d0c1}";"{00000000-0000-0000-0000-000000000000}";"2";"ECJF001";"Thromboaspiration d'artère ou de pontage artériel du membre supérieur, par voie artérielle transcutanée";"CCAM";"209,00";"70.0";"2011-06-30"
"1482";"{d23a091c-644e-47c2-bd84-45981631bf2f}";"{00000000-0000-0000-0000-000000000000}";"2";"ECFA002";"Thrombectomie d'une artère du membre supérieur, par abord direct";"CCAM";"209,51";"70.0";"2011-06-30"
"1483";"{d9b2c638-134e-44a2-a94f-14b7c5296a12}";"{00000000-0000-0000-0000-000000000000}";"2";"ECFA004";"Thromboendartériectomie de l'artère subclavière, par cervicotomie";"CCAM";"549,66";"70.0";"2011-06-30"
"1484";"{a86effcc-7551-4a50-83eb-880338655850}";"{00000000-0000-0000-0000-000000000000}";"2";"ECFA003";"Thromboendartériectomie de l'artère subclavière, par thoracotomie";"CCAM";"710,03";"70.0";"2011-06-30"
"1485";"{1633e2a7-2213-4553-83df-48a7a7f2c3fc}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA007";"Pontage homolatéral subclavioaxillaire, par abord direct";"CCAM";"524,17";"70.0";"2011-06-30"
"1486";"{4df59ea0-13c0-4b02-ac96-bbda765794df}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA009";"Pontage croisé intersubclavier, interaxillaire ou intersubclavioaxillaire, par cervicotomie";"CCAM";"712,51";"70.0";"2011-06-30"
"1487";"{9511431d-af6e-4171-8c72-f4acb583887d}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA003";"Pontage d'une artère du membre supérieur, par abord direct";"CCAM";"316,72";"70.0";"2011-06-30"
"1488";"{93f6df8f-cd9e-476c-80bf-fccba0d6f09f}";"{00000000-0000-0000-0000-000000000000}";"2";"ECCA002";"Pontage d'une artère de la main, par abord direct";"CCAM";"399,78";"70.0";"2011-06-30"
"1489";"{9d735ff3-bec0-4c6e-aeb8-4dcc1f2f295d}";"{00000000-0000-0000-0000-000000000000}";"2";"ECFA005";"Résection-anastomose d'artère du membre supérieur, par abord direct";"CCAM";"313,50";"70.0";"2011-06-30"
"1490";"{f77ab153-3fac-48ed-8997-5a7147c002a0}";"{00000000-0000-0000-0000-000000000000}";"2";"ECFA006";"Résection-anastomose de l'artère subclavière, par cervicotomie";"CCAM";"659,45";"70.0";"2011-06-30"
"1491";"{a251aa43-6e29-45e2-916c-3a75d7494e30}";"{00000000-0000-0000-0000-000000000000}";"2";"ECMA001";"Reconstruction de l'artère et/ou de la veine subclavière avec résection de côte, par abord direct";"CCAM";"729,79";"70.0";"2011-06-30"
"1492";"{21880f65-f169-4546-904f-e250bce465ba}";"{00000000-0000-0000-0000-000000000000}";"2";"ECKA002";"Remplacement de l'artère subclavière, par cervicotomie";"CCAM";"688,65";"70.0";"2011-06-30"
"1493";"{c2d297e6-d28b-497b-9e3a-ef038d2b77d7}";"{00000000-0000-0000-0000-000000000000}";"2";"ECSF008";"Embolisation sélective ou hypersélective d'une artère du membre supérieur, par voie artérielle transcutanée";"CCAM";"355,30";"70.0";"2011-06-30"
"1494";"{6734e9fe-8518-4de4-9e22-a0dc101b8d15}";"{00000000-0000-0000-0000-000000000000}";"2";"ECSF002";"Embolisation suprasélective d'une artère du membre supérieur, par voie artérielle transcutanée";"CCAM";"355,30";"70.0";"2011-06-30"
"1495";"{ca0b9b74-fb87-4ea0-bedf-4f40b3263a7f}";"{00000000-0000-0000-0000-000000000000}";"2";"ECNH001";"Sclérose d'une tumeur ou d'une malformation vasculaire du membre supérieur, par injection transcutanée intralésionnelle d'agent pharmacologique avec guidage radiologique";"CCAM";"104,50";"70.0";"2011-06-30"
"1496";"{c9963217-8bb9-4077-bb3c-bff214311224}";"{00000000-0000-0000-0000-000000000000}";"2";"ECSF003";"Oblitération d'un anévrisme sacculaire artériel du membre supérieur, par voie artérielle transcutanée";"CCAM";"355,30";"70.0";"2011-06-30"
"1497";"{aee12446-ff7e-490e-9b01-8fde7a8c3420}";"{00000000-0000-0000-0000-000000000000}";"2";"ECSF001";"Oblitération de plusieurs anévrismes sacculaires artériels du membre supérieur, par voie artérielle transcutanée";"CCAM";"355,30";"70.0";"2011-06-30"
"1498";"{75bfe169-8d0e-4688-b1d8-29dd590386a4}";"{00000000-0000-0000-0000-000000000000}";"2";"ECSA003";"Ligature d'une artère du membre supérieur, par abord direct";"CCAM";"102,82";"70.0";"2011-06-30"
"1499";"{1486b676-ef90-4819-9c62-befed2b4da7e}";"{00000000-0000-0000-0000-000000000000}";"2";"ECSA001";"Ligature de l'artère subclavière, par cervicotomie";"CCAM";"199,74";"70.0";"2011-06-30"
"1500";"{c4a4e66d-2f97-4597-882b-09d2305980a1}";"{00000000-0000-0000-0000-000000000000}";"2";"ECLF005";"Injection intraartérielle in situ sélective ou hypersélective d'agent pharmacologique anticancéreux au membre supérieur, par voie artérielle transcutanée";"CCAM";"153,60";"70.0";"2011-06-30"
"1501";"{4a0eb2dc-dfa0-478c-acad-ceac6cf6d7ab}";"{00000000-0000-0000-0000-000000000000}";"2";"ECLF006";"Injection intraartérielle in situ suprasélective d'agent pharmacologique anticancéreux au membre supérieur, par voie artérielle transcutanée";"CCAM";"153,60";"70.0";"2011-06-30"
"1502";"{3b77385c-f895-4f39-8a63-65f3aa1090f1}";"{00000000-0000-0000-0000-000000000000}";"2";"EBNF001";"Fibrinolyse in situ sélective ou hypersélective d'une artère extracrânienne à destination cervicocéphalique, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
"1503";"{ca7a9712-e64d-4ec9-b39e-ef60ba9eae03}";"{00000000-0000-0000-0000-000000000000}";"2";"EBNF002";"Fibrinolyse in situ suprasélective d'une artère extracrânienne à destination cervicocéphalique, par voie artérielle transcutanée";"CCAM";"313,50";"70.0";"2011-06-30"
